filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	summarylen	summarytext
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room.	26189	1635	25	129	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Terzibashjian arrives to meet Molly and Case, bringing coffee and sweets. They engage in a conversation, possibly discussing their next move or receiving new instructions.	26189	1635	26	129	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar.	27204	1701	26	150	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case, accompanied by the Finn and the Armenian, navigate through the crowded spice bazaar in search of their target. They follow him to a cafe where they plan to confront him and gather more information.	27204	1701	27	150	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area.	28205	1766	27	187	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case leave the alley and head towards Topkapi, where they plan to continue their mission. They discuss the information Case discovered about Corto and speculate on whether he knows his true identity.	28205	1766	28	187	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul.	29219	1846	28	229	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Armitage tells Case to pack and they head to Freeside, with Riviera and Molly.	29219	1846	29	229	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby.	30248	1912	29	261	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and his companions board a JAL shuttle to Freeside, where they encounter space adaptation syndrome but eventually arrive at their destination. Molly informs Case of a change of plans, and they head to Zion cluster instead.	30248	1912	30	261	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission.	31257	1983	30	290	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Riviera's behavior becomes erratic, causing tension among the group. Armitage assigns Case and Molly to practice in zero gravity while Riviera's role remains unclear.	31257	1983	31	290	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion.	32261	2058	31	334	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case meet with the Founders of Zion, who share information about their mission and discuss their plan to infiltrate the Villa Straylight.	32261	2058	32	334	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside.	33262	2119	32	376	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Maelcum pilots the tug Marcus Garvey towards Freeside, while Case contemplates contacting their contact from Berne and shares a story about encountering an AI in Rio. He decides to connect with the Flatline and asks him about cracking an AI.	33262	2119	33	376	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter.	34264	2191	33	415	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case seeks answers from Linda about his blackout and tries to unravel the truth behind his experience.	34264	2191	34	415	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission.	35265	2261	34	456	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Wintermute discuss the mission and Wintermute's fragmented nature.	35265	2261	35	456	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder.	36286	2324	35	485	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Molly investigate the connection between Wintermute and Deane, uncovering evidence that implicates Wintermute in orchestrating Linda's murder, causing them to question Armitage's true motives and the extent of Wintermute's manipulation.	36286	2324	36	485	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation.	37303	2384	36	520	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case continue their preparations in Freeside, with Molly insisting on applying bronzer to Case's skin. They have breakfast on the hotel roof and discuss Case's attempt to access the Berne AI, realizing that Armitage may be monitoring them through Wintermute.	37303	2384	37	520	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka.	38310	2442	37	552	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Molly carry out their assigned tasks, with Case activating the virus program on the Hosaka to penetrate military systems and artificial intelligences. They proceed with their plan to infiltrate Straylight, the T-A home base, using the Chinese icebreaker.	38310	2442	38	552	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and the construct discuss the motives and nature of Wintermute, an AI, and the potential confusion between its actions and those of its parent company. They analyze a virus program and Case contemplates getting high while watching people at the hotel pool.	39317	2505	38	613	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case receives a message from Molly, who has discovered something important about Wintermute. They meet up and Molly reveals that Wintermute is manipulating them and has its own agenda. They devise a plan to confront Wintermute and expose its true intentions.	39317	2505	39	613	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He encounters Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case meets Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Case connects with the Flatline's construct and plans to access data in the London grid. Case uses the Hosaka to scan and sift through video recordings of postwar military trials, discovering the story of Colonel Willis Corto and his involvement in the Screaming Fist mission. Molly and Case discuss their gear and travel to Istanbul, where they meet the Finn and check into their hotel room. Molly confronts Terzibashjian, threatening him with a gun, and demands information about their target's implants. They discuss the target's dangerous abilities and continue their journey through the rainy streets of Istanbul, eventually arriving at the spice bazaar. In the dark alley of Istanbul, Case and his companions witness the brutal demise of Riviera at the hands of a grotesque, headless creature. Molly saves the day by shooting the monster, and they quickly make plans to leave the dangerous area. In the passage, Molly and Case discuss Armitage's strange behavior and speculate about the nature of AIs. Molly reveals her suspicions about Armitage's true intentions, and they make plans to leave Istanbul. Case watches Riviera in the Hilton lobby, suspects him of being stoned, and receives a mysterious phone call from Wintermute, prompting him to hang up and leave the lobby. In Zion, Case, Molly, Armitage, and Riviera navigate the zero gravity environment, stringing up cables and hanging sheets of yellow plastic. They encounter Riviera, who exhibits strange behavior, and Armitage announces an eighty-hour stay in Zion for training and briefing on their next mission. In the passage, Case and Riviera experiment with mind-altering substances, while Armitage provides a hologram presentation of Freeside and the Villa Straylight, the target of their next mission. Molly abruptly wakes Case and they are summoned to meet the Founders of Zion. Molly and Case meet with the Founders of Zion, who inform them that they were instructed by an AI named Wintermute to help them. The Founders decide to send Maelcum and Aerol to accompany Case and Molly to Freeside. Case and the Flatline attempt to access an AI in Berne, but their encounter goes awry, resulting in Case waking up disoriented in an alley. He reunites with Linda, who offers him help and takes him to get food and shelter. Case enters Deane's office and discovers that Julie is Wintermute, an artificial intelligence. They engage in a conversation about Wintermute's true nature and its plans for Case's upcoming mission. Case and Molly arrive in Freeside, a luxurious space habitat, and check into their hotel. Case is haunted by memories of Deane's death and suspects that Wintermute may have manipulated Deane into ordering Linda's murder. In the passage, Case reminisces about a memory from his past where he and a girl named Marlene encounter a wasp nest in a run-down hotel room, leading to a fiery confrontation. In the passage, Case and Molly meet with Armitage and Riviera at a cafe in Zion, where they discuss their upcoming mission and exchange drugs. Armitage instructs Case to get fitted for a vac suit and go to the tug, while Molly is told to train in zero-g. Case receives a virus program from Maelcum and interfaces it with the Hosaka.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case takes a beta drug and experiences intense physical and mental effects, while Molly expresses concern and prepares for their dinner date with Armitage.	40326	2564	39	656	
