filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	summarylen
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Molly confronts 3Jane and Riviera, revealing her motive for seeking revenge and engaging in a tense conversation. Riviera taunts Molly and reveals his plan to help 3Jane take control of the family empire.	65629	4268	64	623
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case devise a plan to outsmart 3Jane and Riviera, infiltrate Straylight, confront Riviera, and retrieve the key from Molly.	65629	4268	65	623
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly is unconscious and Case is unable to access her dreams, but he can hear 3Jane and Riviera talking. They discuss Molly's condition and the danger she poses, and Riviera reveals his plan to help 3Jane take control of the family empire. Case jacks out and joins Maelcum, who is preparing for the docking sequence. They secure the Flatline's construct to Case's deck and gather their supplies. They dock with Straylight and experience the shift in gravity. Case and Maelcum make their way up the gangway towards the Villa Straylight.	66634	4327	65	659
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly wakes up and confronts 3Jane and Riviera, revealing her motive for seeking revenge. Riviera taunts Molly and reveals his plan to help 3Jane take control of the family empire. Molly engages in a tense conversation with them, while Case and Maelcum prepare for the docking sequence. They dock with Straylight and experience the shift in gravity. Case and Maelcum make their way up the gangway towards the Villa Straylight.	66634	4327	66	659
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Maelcum infiltrate Villa Straylight, encountering a monitor and a man who leads them to a familiar corridor. They are given instructions by the Finn and Case connects with the Flatline's construct.	67649	4395	66	749
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Maelcum follow the man to a console where they receive instructions from the Finn. Case connects with the Flatline's construct and prepares to execute their mission.	67649	4395	67	749
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, 3Jane reveals to Molly that her father killed her mother because he couldn't accept the direction she intended for their family, and that she manipulated her father's cryogenic programs to cause his suicide. 3Jane also mentions that Wintermute and another entity in the corporate cores helped her in her actions.	68656	4464	67	561
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case ride a service cart to 3Jane's place, navigating through unfamiliar corridors and encountering various displays. Case feels cramped and uncomfortable due to the cart's speed and Maelcum's leaning.	68656	4464	68	561
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Maelcum enter a library in Straylight, where Case tries to jack into the matrix but fails, leaving him in a gray void. He finds himself on a desolate beach, longing for civilization, and eventually notices a distant light.	69671	4526	68	614
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case approaches the orange-red glow and discovers its source, potentially leading him to a new location or encounter.	69671	4526	69	614
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case follows the sound of surf and discovers a bunker on a desolate beach where he finds a girl, but he refuses her help and contemplates his situation.	70674	4603	69	654
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case confronts the girl in the bunker, accusing her of manipulating him and expressing his indifference towards her actions.	70674	4603	70	654
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case eats a meal made from the contents of yellow packets, then goes to the beach where he encounters a girl. They have a conversation about their circumstances and memories, and Case contemplates his situation.	71686	4673	70	682
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and the girl continue their conversation, discussing their past experiences and the strange circumstances that brought them together. They form a deeper connection and find solace in each other's presence.	71686	4673	71	682
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Linda engage in a passionate encounter in the bunker, and afterwards, Case experiences strange visual phenomena and hears mysterious music. He questions Linda about a boy who told her he would come, and she reveals that the boy mentioned an event horizon.	72697	4737	71	717
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case searches for the boy who predicted his arrival and the existence of a city down the beach. He confronts the boy, believing him to be the other AI, and demands to know his name and Turing code.	72697	4737	72	717
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Cath have a conversation where Cath reveals that she knows about Case's involvement with the Yakuza and offers him a deal.	73702	4807	72	561
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Cath negotiate the terms of their deal and discuss the potential benefits and risks involved.	73702	4807	73	561
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Cath meet at a bar in Freeside. Cath reveals that she knows about Case's involvement with the Yakuza and offers him a deal.	74704	4881	73	584
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Cath proposes a deal to Case, leveraging her knowledge of his Yakuza connections. Case considers the offer, weighing the risks and benefits.	74704	4881	74	584
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Hideo blinds Riviera by throwing an arrow into his hand, causing Riviera to scream in rage. Molly reveals that she poisoned Riviera, causing him to develop symptoms similar to Parkinson's disease. They all enter an elevator, with 3Jane admitting she doesn't have the key to the room they need, but Molly assures her they have the key. They arrive at the core of Villa Straylight and prepare to jack into cyberspace.	75720	4951	74	612
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Hideo, Molly, Case, and 3Jane enter the core of Villa Straylight and prepare to jack into cyberspace. They connect to Kuang's program and find themselves in a virtual world, encountering a white-faced, wasted figure with a cyberspace deck.	75720	4951	75	612
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case, Molly, and Maelcum prepare to jack into cyberspace using the Kuang program, while encountering an AI's defense system that threatens them.	76732	5002	75	686
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	The Kuang program dives into the dark below, with the Flatline aligning its nose with the center of the darkness. Case's consciousness is divided, and he enters a spherical vision where he can count and perceive all things.	76732	5002	76	686
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case confronts the boy, who reveals that he saw Linda's death coming and brought her into himself. Case questions their next move and the boy explains that Case has already won, but they both face impending deaths.	77745	5076	76	711
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and the boy discuss the code and the consequences of Wintermute winning. Case jacks out of cyberspace, guided by the Finn's voice, and prepares to confront the defenders with a fueled attack.	77745	5076	77	711
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case reaches a level of proficiency beyond imagination as he carries out a deadly mission, experiences fragmented memories, and wakes up to a voice guiding him. He discovers a note from Molly, indicating her absence and expressing concern for his safety.	78746	5129	77	561
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case reflects on Molly's departure and the shuriken, contemplates Wintermute's victory and the altered Turing records, and plans to return to the Chatsubo and find solace in the Imperial Gardens.	78746	5129	78	561
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case receives a message from the Finn, who reveals himself as the matrix. They have a conversation about the nature of the matrix and its role in the world. Case destroys the wall screen and decides to leave, packing his things and leaving the vodka behind.	79247	5164	78	605
